id,label,statement,subject,speaker,job_title,state_info,party,barely_true_counts,false_counts,half_true_counts,mostly_true_counts,pants_on_fire_counts,context,split,label_clean
4475.json,mostly-true,"Since 1995, the top 400 wealthiest families have seen their incomes go up 400 percent and their tax rates go down 40 percent.","economy,taxes",barbara-boxer,U.S. Senator,California,democrat,2,0,3,4,1,an interview on MSNBC,train,mostly-true
4452.json,barely-true,I asked the unions to pay into their own health care insurance ... and they said I was being unreasonable. I requested that they contribute toward their own pensions ... and they screamed it was unfair.,"health-care,labor,state-budget,state-finances",scott-walker,Milwaukee County Executive,Wisconsin,republican,26,41,32,40,11,a campaign fundraising letter,train,barely-true
7040.json,pants-fire,An Obama campaign tactic for rallying voters is to offer them cell phones.,campaign-advertising,adam-putnam,Florida Commissioner of Agriculture,Florida,republican,0,1,1,2,1,at a Romney campaign rally,train,pants-fire
8638.json,half-true,"For the cost of $5 vanilla soy latte a day, you can get a sweet health insurance plan to match.",health-care,cover-oregon,,Oregon,organization,0,0,1,0,0,an Internet ad campaign,valid,half-true
4903.json,pants-fire,Sen. Sherrod Brown has chosen to side with Washington bureaucrats and fringe extremists in the attacks on our natural resources.,"energy,environment",josh-mandel,Ohio treasurer,Ohio,republican,4,5,4,5,6,a newspaper column,train,pants-fire
2942.json,barely-true,Eliminating the state tax on health savings accounts will make it easier for small business owners to provide health insurance to their employees.,"health-care,small-business,state-budget",scott-walker,Milwaukee County Executive,Wisconsin,republican,26,41,32,40,11,a statement on campaign web site,train,barely-true
237.json,pants-fire,Obama was enrolled in a Wahabi school in Jakarta. Wahabism is the RADICAL teaching that is followed by the Muslim terrorists who are now waging Jihad against the western world.,"obama-birth-certificate,religion",chain-email,,,none,11,43,8,5,105,,train,pants-fire
13251.json,pants-fire,Says he won the second debate with Hillary Clinton in a landslide in every poll.,"debates,elections,polls",donald-trump,President-Elect,New York,republican,63,114,51,37,61,a tweet,test,pants-fire
786.json,false,"Barack Obama's plan calls for ""mandates and fines for small businesses.""",health-care,john-mccain,U.S. senator,Arizona,republican,31,39,31,37,8,"a debate in Nashville, Tenn.",train,false
3586.json,half-true,A space shuttle the National Museum of the United States Air Force near Dayton would be within a days drive of 60 percent of the U.S. population.,"space,tourism",michael-turner,Representative from Ohio's 3rd Congressional District,Ohio,republican,1,0,2,0,0,a letter from the Ohio congressional delegation to NASA,train,half-true
11291.json,mostly-true,As many as six federal department budget bills have been delayed because of opposition to amendments that would ban Confederate battle flag sales at federal building gift shops.,"congress,federal-budget,history",lloyd-doggett,Texas congressman in the U.S. Houst of Representatives,Texas,democrat,1,0,2,7,0,remarks in San Antonio,train,mostly-true
6881.json,mostly-true,High school students arrested on campus are twice as likely not to graduate and four times less likely to graduate if theyve appeared in court.,"criminal-justice,education",steven-teske,Clayton County Juvenile Court Judge,,none,0,0,0,1,0,an article,train,mostly-true
6974.json,false,Says House Democrats voted to use your tax dollars for abortions by voting against bill defunding Planned Parenthood.,"abortion,health-care,public-health",tennessee-republican-party,,Tennessee,republican,1,2,0,0,0,a mailer sent for a state legislative campaign.,test,false
2080.json,half-true,Were not engaged in nation-building in Afghanistan.,"foreign-policy,military,abc-news-week",joe-biden,U.S. senator,Delaware,democrat,11,10,21,16,4,an interview on ABC's This Week,train,half-true
3702.json,barely-true,The only people in this town that have voted to cut Medicare spending are the people who voted in favor of Obamacare. Thats a fact.,medicare,marco-rubio,U.S. Senator,Florida,republican,33,24,32,35,5,an interview on NBC's 'Meet the Press',train,barely-true
9976.json,mostly-true,Says President Barack Obama has launched twice as many strikes (on)countries that are predominantly Muslim than President George W. Bush.,"iraq,military,religion,terrorism",lz-granderson,,,none,0,0,0,1,0,"comments on CNN's ""State of the Union""",train,mostly-true
1636.json,false,"Rubio's tax swap proposal ""would have been a massive tax increase.""","candidates-biography,taxes",charlie-crist,,Florida,democrat,15,9,20,19,2,a FOX News Sunday debate.,train,false
8503.json,true,"Before the Republican wave in 2010, Democrats had an advantage on the generic ballot in Congress. Even in 1994 with the Gingrich revolution ... Democrats had that advantage.",elections,jonathan-karl,ABC News chief White House correspondent,,journalist,0,0,0,0,0,"a conversation on ABC's ""This Week""",test,true
13324.json,mostly-true,Ford is moving all of their small-car production to Mexico.,"corporations,trade,workers",donald-trump,President-Elect,New York,republican,63,114,51,37,61,"a rally in Delaware, Ohio",test,mostly-true
7784.json,half-true,Says Kelly Ayotte voted to fix background checks.,"corrections-and-updates,guns",reclaim-america-pac,,Florida,republican,0,0,1,0,0,a TV ad,train,half-true
13032.json,barely-true,Says Russian President Vladimir Putin calls me brilliant.,candidates-biography,donald-trump,President-Elect,New York,republican,63,114,51,37,61,NBC's Commander-in-Chief Forum,train,barely-true
5615.json,half-true,Says he and President Barack Obama have the same position on gay marriage.,"gays-and-lesbians,marriage",chris-christie,Governor of New Jersey,New Jersey,republican,10,17,27,19,8,"an interview on MSNBC's ""Morning Joe"" program",train,half-true
7019.json,mostly-true,Rhode Island has taken its federal Medicaid funding and shown it can run the program more cost-effectively than the federal government.,"federal-budget,government-efficiency,government-regulation,health-care,medicaid,poverty",mitt-romney,Former governor,Massachusetts,republican,34,32,58,33,19,a debate,train,mostly-true
8354.json,half-true,"Domestic violence is seen as a pre-existing health condition and women had to pay 50 percent more for health care because of gender ratings, but under Obamacare, all of that is over.","crime,government-regulation,health-care,women",gwen-moore,U.S. House member -- 4th District,Wisconsin,democrat,3,4,4,3,1,an interview,train,half-true
6304.json,barely-true,Says he could be the first president in modern history to be outspent.,"campaign-finance,history",barack-obama,President,Illinois,democrat,70,71,160,163,9,a fundraising email,train,barely-true
9232.json,false,Says Al Franken voted to exempt himself and Congress from enrolling in (the Affordable Care Act marketplaces).,"health-care,voting-record",mike-mcfadden,,Minnesota,republican,0,1,0,0,0,a TV ad,valid,false
3847.json,pants-fire,We are only inches away from ceasing to be a free market economy.,"economy,market-regulation",mitt-romney,Former governor,Massachusetts,republican,34,32,58,33,19,a speech announcing his presidential campaign,train,pants-fire
7015.json,false,New Jersey is the only state in the union that spent less on higher education than it did at the beginning of the decade.,"education,state-finances",tom-kean-jr,New Jersey Senate Minority Leader,,republican,0,2,1,0,0,an interview with reporters at William Paterson University,train,false
6365.json,pants-fire,Foreign Chinese prostitution money is allegedly behind the groups funding Congressman Scott DesJarlaiss (TN-04) Republican Majority.,campaign-finance,democratic-congressional-campaign-committee,,,democrat,11,8,5,1,9,Campaign news release,valid,pants-fire
4114.json,half-true,"Our countrys got this huge debt, and (President Barack) Obama says raise taxes and keep spending more.","deficit,economy,federal-budget,taxes",crossroads-gps,Conservative advocacy group,,republican,9,1,4,1,2,a television ad,train,half-true
6763.json,false,Fast and Furious began under the Bush administration.,guns,barack-obama,President,Illinois,democrat,70,71,160,163,9,an interview on Univision,valid,false
5029.json,true,Says Ron Paul doesnt believe in marriage licenses.,marriage,gail-collins,Columnist for the New York Times,New York,journalist,2,1,1,3,0,an oped column.,valid,true
11245.json,barely-true,How do Jeb Bush and Donald Trump differ on immigration? Spoiler alert: They dont.,immigration,hillary-clinton,Presidential candidate,New York,democrat,40,29,69,76,7,a tweet,train,barely-true
6637.json,false,"When it comes to jobless workers, Mitt Romney says he likes to fire people.","candidates-biography,workers",jack-markell,governor,Delaware,democrat,0,1,0,0,0,"a speech at the Democratic National Convention in Charlotte, N.C. ",test,false
6522.json,barely-true,The price of gasoline was at $1.85 a gallon when President Barack Obama took office and has since nearly doubled because of his policies,gas-prices,billboard,,,none,1,0,0,0,0,a billboard,train,barely-true
2857.json,true,"Demand for transportation choice is on the rise, with 14 percent more Ohioans riding passenger trains over the past year.","federal-budget,infrastructure,transportation",ohio-department-transportation,,Ohio,none,0,0,0,0,0,a news release,train,true
2240.json,false,We didnt have a development director for over seven months.,"economy,government-efficiency,state-budget",john-kasich,"Governor of Ohio as of Jan. 10, 2011",Ohio,republican,9,8,10,18,3,a campaign speech,train,false
5785.json,pants-fire,Says there is an upcoming vote to preserve benefits of Texas homestead exemption for seniors and the disabled.,"elections,taxes",chain-email,,,none,11,43,8,5,105,a chain email forwarded by an Austin American-Statesman reader.,test,pants-fire
2586.json,mostly-true,(Strickland) raised taxes last year to the tune of $840 million.,taxes,john-kasich,"Governor of Ohio as of Jan. 10, 2011",Ohio,republican,9,8,10,18,3,a news conference,train,mostly-true
1557.json,true,"Says Gov. Charlie Crist has called him ""a rock star.""",bipartisanship,dave-aronberg,state senator,Florida,democrat,1,0,1,0,0,campaign Web site,train,true
1692.json,barely-true,"Rubio's ""got more experience than Obama had.""",candidates-biography,richard-land,President of the Southern Baptist Convention’s Ethics & Religious Liberty Commission,,none,1,0,0,0,0,"an interview with ""Politico""",train,barely-true
7175.json,half-true,"Under Charlie Crist, Florida lost 825,000 jobs and the unemployment rate increased from 3.5 percent to 11.1 percent.","economy,jobs",rick-scott,Governor,Florida,republican,28,23,38,34,7,a news conference,train,half-true
6629.json,barely-true,Says House Republicans tried to change the definition of rape.,"abortion,crime,criminal-justice",gwen-moore,U.S. House member -- 4th District,Wisconsin,democrat,3,4,4,3,1,a speech at the Democratic National Convention,train,barely-true
5007.json,false,Rhode Island is leading our nation in foreclosures.,"bankruptcy,economy,government-regulation,housing,poverty,states",theresa-price,"board member, Direct Action for Rights and Equality (DARE)",Rhode Island,activist,0,1,0,0,0,a speech during a rally on homelessness,train,false
6340.json,barely-true,Says PolitiFact validated and independently documented its criminal history claims about Adan Ballesteros.,"candidates-biography,crime,criminal-justice",texans-accountable-government,,,none,1,0,0,0,0,an email blast.,train,barely-true
12622.json,pants-fire,"Says Hillary Clinton presided over $6 billion lost at the State Department, sold uranium to the Russians through (her) faux charity, illegally deleted public records, and murdered an ambassador.",candidates-biography,michael-cohen,Special Counsel to Donald Trump,New York,none,0,0,0,0,1,a tweet,train,pants-fire
